"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006/2007","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","17784","","","","0"
"2007/2008","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2008/2009","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2009/2010","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","19118","","","","0"
"2010/2011","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","20982","","","","0"
"2011/2012","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","22074","","","","0"
"2012/2013","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2013/2014","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2015/2016","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2016/2017","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","32822","","","","0"
"2017/2018","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2018/2019","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2019/2020","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2020/2021","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2021/2022","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2022/2023","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","58601","","","","0"
"2023/2024","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","71102","","","","0"
"2024/2025","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","85218","","","","0"
"2006/2007","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","9463","","","","0"
"2007/2008","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","9463","","","","0"
"2008/2009","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","9915","","","","0"
"2009/2010","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","13102","","","","0"
"2010/2011","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","14571","","","","0"
"2011/2012","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","15674","","","","0"
"2012/2013","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","16872","","","","0"
"2013/2014","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","17568","","","","0"
"2014/2015","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","18219","","","","0"
"2015/2016","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","19036","","","","0"
"2016/2017","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","19621","","","","0"
"2017/2018","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","20159","","","","0"
"2018/2019","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","21240","","","","0"
"2019/2020","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","21308","","","","0"
"2020/2021","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","21222","","","","0"
"2021/2022","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","22064","","","","0"
"2022/2023","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","24166","","","","0"
"2023/2024","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","25723","","","","0"
"2024/2025","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","28099","","","","0"
"2006/2007","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","10568","","","","0"
"2007/2008","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","10479","","","","0"
"2008/2009","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","10685","","","","0"
"2009/2010","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","11999","","","","0"
"2010/2011","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","12884","","","","0"
"2011/2012","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","13665","","","","0"
"2012/2013","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","14252","","","","0"
"2013/2014","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","14831","","","","0"
"2014/2015","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","15997","","","","0"
"2015/2016","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","16251","","","","0"
"2016/2017","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","16608","","","","0"
"2017/2018","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","17393","","","","0"
"2018/2019","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","18670","","","","0"
"2019/2020","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","19393","","","","0"
"2020/2021","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","19549","","","","0"
"2021/2022","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","21571","","","","0"
"2022/2023","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","24728","","","","0"
"2023/2024","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","28826","","","","0"
"2024/2025","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","33096","","","","0"
"2006/2007","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","10510","","","","0"
"2007/2008","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","9944","","","","0"
"2008/2009","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","10239","","","","0"
"2009/2010","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","11949","","","","0"
"2010/2011","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","13068","","","","0"
"2011/2012","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","14060","","","","0"
"2012/2013","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","13806","","","","0"
"2013/2014","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","14391","","","","0"
"2014/2015","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","16718","","","","0"
"2015/2016","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","17192","","","","0"
"2016/2017","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","17664","","","","0"
"2017/2018","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","18272","","","","0"
"2018/2019","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","19242","","","","0"
"2019/2020","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","19931","","","","0"
"2020/2021","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","20194","","","","0"
"2021/2022","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","21847","","","","0"
"2022/2023","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","24095","","","","0"
"2023/2024","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","27195","","","","0"
"2024/2025","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","30368","","","","0"
"2006/2007","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","11206","","","","0"
"2007/2008","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","10882","","","","0"
"2008/2009","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","11198","","","","0"
"2009/2010","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","13237","","","","0"
"2010/2011","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","14583","","","","0"
"2011/2012","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","15658","","","","0"
"2012/2013","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","17831","","","","0"
"2013/2014","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","17413","","","","0"
"2014/2015","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","18090","","","","0"
"2015/2016","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","19023","","","","0"
"2016/2017","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","20239","","","","0"
"2017/2018","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","20665","","","","0"
"2018/2019","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","21623","","","","0"
"2019/2020","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","22251","","","","0"
"2020/2021","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","22227","","","","0"
"2021/2022","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","23898","","","","0"
"2022/2023","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","27460","","","","0"
"2023/2024","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","33637","","","","0"
"2024/2025","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","38652","","","","0"
"2017/2018","Saskatchewan","2016A000247","Architecture","Current dollars","75","units","0","v1001399421","9.10","15584","","","","0"
"2018/2019","Saskatchewan","2016A000247","Architecture","Current dollars","75","units","0","v1001399421","9.10","17019","","","","0"
"2019/2020","Saskatchewan","2016A000247","Architecture","Current dollars","75","units","0","v1001399421","9.10","17615","","","","0"
"2020/2021","Saskatchewan","2016A000247","Architecture","Current dollars","75","units","0","v1001399421","9.10","17615","","","","0"
"2021/2022","Saskatchewan","2016A000247","Architecture","Current dollars","75","units","0","v1001399421","9.10","20131","","","","0"
